sentences,values
diam diam rupiah turun drastis dolar tembus rp benar gua neng kalo langsung tembus ribu biar cepat lengser rezim kodok,1
pake kacamata bang sipit,0
ah iya bawa bawa agama gua cerdas gua bawa bawa tuh agama lu tau apa goblok gimana lu slutsharming hormat manusia heran,0
responden yangg goblok faham wartawan beritasatu goblok anies sandy pimpin mudah,1
anda biar sakit kudis tapak barah ubat pu amin lgbt utusan malaysia utusan online,0
teman gue pdkt jadi pipi mimi putus anjing goblok,1
tanya si athea tepung roti jala si qayyum haih kawan kecoh gila,0
video bohong nya pas percaya lihat tribun berita hujat ya,0
ing kpk periksa gubernur cawagub sumut ijeck shah,0
iya anjing livestream jam batal cuaca,1
inget rela foto tugas catatan smp begadang buat tugas pas dia bok,0
nama arisha panggil risha nama tengah asing ibu bilang nama kota inggris arisha anak tunggal biasa hidup mandiri,0
ya lu kontol pake gemulay gemulay gitu lu cowo ya tinggal sikat tonjok cowo alay dumel bikin bacaan rupa kalo lawan jenis kena leceh dumel jenis laki dumel tonjok berani lu bot,1
mbok ya ben asumsi teori ekonomi og teori jalan tembus besok kepala keluarga mesin cetak uang sangar,0
jadi tj parah main tangan bokong selangkang kena kelamin gue posisi bis padat diri susah geser tempat gue paksa turun halte tuju gue ya lewat banget,0
hasan bashri katamsi ulama katamsi akhlak kaum mukminin utama maaf az zuhud imam ahmad,0
anggap anjing iya anjing asu asu ndasmu bajing,1
presiden keluh bupati masyarakat pulau samosir kurang kapal peri labuh langsung sanggup presiden perintah menhub sedia kapal peri bagus tahun bangun labuh nya,0
kawan supir lo tukeran orang antar sih pintar dongo putar cari rumah pake supir ganti dongo buang tunggu,1
lucu anak anjing anak kucing,0
cap radikal bukti ormas terang terang dukung isis label umat ulama beda dapat kafir munafik,0
bangsa indonesia suku batak toba lestari budaya batak toba cerita anak rumahbelajarsianjurmulamula,0
lengket permen karet tempel pantat guru,1
pimpin ngecopros bawah nderomos jancok deh,1
kasih bidadari pilih dajjal awokawok,1
klaim rezim jokowi bangga hasil distribusi bidang luas aset bekas hak usaha partikelir tanah lantar dasar sertifikasi tanah keadilan tanah,0
biar pas masuk penis vagina coba teknik stop start henti pas crot squeeze tekan ujung penis stamina fisik bantu durasi olahraga rutin kayak lari hiit tambah kontrol rangin geli pake kondom tebal krim mati lidocaine latih gel kencengin otot tahan pipis tahan detik ulang praktek stop start pas masturbasi konsisten ya,0
ayo buang alquran kitab sampah,1
sinyal kontol pelihara niat sih login twitter susah open redtube cetan,1
bal balan gabung neng agama ngene ki,0
berak akun lu tau gitu gua blokir,1
islam indonesia dialog budaya alas dasar islam mudah kembang islam budaya tentang,0
guru tk dharma wanita satu desa plumbon porong deklarasi anti hoax ujar benci sarah dukung pilkada damai,0
lepas lo gay banci sejati lo laki harga laki,0
mana pergi suara dengar bisik dengar kopor tarik saksi bisu tidak berdaya arah tuju,0
heran mah orang hijrah pake jilbab gosip cocok aura cantik mon maaf lu pake jilbab kontes cantik pake bicara aura cebong mengerti,1
utang bank asing bli saham freeport bayar utang freeport sita ngecap beli salah beli salah ap sederhana kakean gaya utang tumpuk mu tambah rakyat bahan pokok murah barang,0
lucu sih ganteng parah,0
harmonis tata krama gaul masyakat kampung budaya latar belakang nyanyi canda canda teman nikmat sajaian hidang masakan minum ku rasa,0
orang malam bicara terang soe ahok gie,0
guna twitter dukung hak lgbt kaca kaca congor harap jaga,1
islam hina layak ikut menag gafatar layak ikut masyarakat,1
gue lu tidur lu etik tai onta,1
pas bom surabaya dia konten positif dukung tni polri ngecam teroris dia liat cewek cadar kejar oppa korea bandara sik cewek cadar fanatik penamp,0
salah terima kata buruk,0
mama islam papa kristen kristen islam hehe kelar perkara,0
umat satu peduljkan belot jokowi tunjuk allah amanah uang jabat maju usir aseng,0
kawan jadwal kereta jakarta kota pondok cina jam makasih,0
mending masuk penjara dah umur hidup,1
lo quota lo serching ya monyet nyawa layang rezim orba kuota lo pakai cari bokep biar otak lo balik kek kampret bny baca buka wawas,1
anjing kek gada akhlak,1
insyaallah boikot safiey illias tempiasnye kena transgender,0
cebong otak buntu juta rakyat indonesia lu bingung nyari ganti jokowi,1
selamat jalan danarto tulis sentuh,0
temu ustadz babi haram pengguna pintar umpat umpat bodoh hidup manfaat mengaji,0
allah swt keluar perintah dungu biadab perang orang iman allah,1
syarat calon wakil presiden jokowi aju ppp salah satu jaga narasi bangsa indonesia indonesia pimpin kabung narasi nasionalis agam agam nasionalis roma hurmuziy,0
ajar solat aja orang aseng pecah belah islam,0
babi haram babu halal ulah muhammad bejat catut nama tuhan,1
allah hu barbar perintah penggal kafir benar bang fahri allah hu barbar ajar cocok penis,1
hah lu homo ku duga,1
negara yurisdiksi laku sengaja luka bunuh anjing polisi jahat,0
serah gua gua umpat cebong lucu banget cebong kapir sok ujuk kasih data pintar mata cebong sadar ceplos terus umpat agama,1
wisma darulaman kerja banci politik,1
gambar posting lucu hibur zaman jadi agama obyek lucu zaman sekarang paham,0
nyanyi nyanyi lingsir ya iyo kunti,0
semester bikin stress ya kimak,1
liat jooyeon edit pake lagu jablai,0
cocok sube wa mati hubung angkat dasar brengsek,1
pindah tugas pontianak liat kodam ya sok jual mahal homo,1
kau adik bodoh larang bawa agama biar orang islam bayar ahok sadar pilih ahok gila,1
keren nama gubernur indonesia presiden karang bilang presiden indonesia presiden cebong bilang,1
cebong mah otak ngeres putar coli,1
kesi kes oposisi ksni bolot hitung mengitung sri mulyani mah emang suhu bilang klas dunia,1
ya laden silah cengkrama kampret maaf ya cebong benar sibuk luang interaksi kampret anggur,1
orang jiplak buka mulut publik sakaw bin sarap gegara narkoba,1
dalih pilar mpr dungu biadab bangsa dakwah islam seru sembah allah swt benci kafir mecah bangsa,1
harus dollar terang salah salah demo tau kwalitas dollar bagus dollar wlpun tan pki mobil mewah,0
ahmad dhani hormat babi anjing kontol lonte tungu nya karier mu habis,1
tuju dpr menteri jabat negara wajib potong presiden pns potong pegawai swasta potong,0
eh anjing ci jessica gua lempar lu,1
ilc prabowo menyerang minggu ilc mutu hadir orang gila tampa kuping,1
lihat cacing sarden sma cebong nyari dukung ulama,1
bajing pagi teriak tabok mulut sanggup hidup manusia aneh,1
pas tegur duluan deh sadar itu mata pake sipit sipit terka neraka tegur,0
hepa uzza saudari hepa hebat khepat dewi tuhan perempuan mesopotamia hurrian so orang ibrani yahudi kasih nama anak abd,0
pecat masuk akal ajar jama ah parpol pisah jama ah ulama waris nabi tegak adil alam semesta terusan,0
bukti sahabat sejati putra mantan presiden putra presiden moga abadi abad usia voucher nya,0
kafir plonga plongo nih muka banci salon,1
pki tumpas habis proyek lanjut umat islam amerika perang dingin musuh islam jahat balas tunggu neraka,0
maklum ya diri pemula pantas balas han,0
amien sih tue belah agama hak sayang otak maling teriak maling resmi tahan kpk,1
jalan ptc ayah pamer ayo ayo pamer ayah pamer budha budha hati kalo ayah mah cocok muka chinese nya,0
orang tua suka bohong kok sontoloyo,1
cebong dongo otak jongkok,1
negara ekonomi rrc us jepang utang sewot ri utang berani utang negara percaya kelola,0
bentar gua rilis album onta,0
manusia kek nya kebiri bangsat bejat,1
bacot sakit orang mending cermin,1
mampus tuh kunyuk sembah lembu,1
gd cl top bom seungri raline gary jihyo mustahil,0
bugis arab muhammadiyah ayah jawa darah cina nahdatul ulama muslim bayi,0
bangsat wakil rakyat mulut ya bangsat monyet wakil rakyat mulut ya monyet babi wakil rakyat mulut ya babi anjing wakil rakyat mulut ya anjing,1
bokep jepang kalo nenen mantap banget ya,1
bacot ngentot lu sedih doang mah pepek pengaruh hidup kontol sedih lu mati anjing suruh love keluarga kalo keluarga bikin bundir ngentot fuck mati,1
bangga polisi bajing bajing,1
aseng koplo bela si nista agama durjana suruh mengaji,1
tahu sih cantik aura nya cantik idih gitu lihat,1
ya tau gubernur ngawur nya kaya tai kucing injak kalo baca cerita kaya kes arang bebas anak smp,1
woojinn panggil gua bodohie oojinprk panggil gua bodoh parjin panggil gua bego besok autis gua,1
super gubernur anies temu erdogan,0
gua sasimo nya enteng banget jari lo gua liat gaul orang mah gaul biar beda sasimo ramah,1
salah beliau beli rezim,0
percaya dukung beliau aktivis tulen abal abal kiprah partai beliau kenal konsisten juang penting cilik penjara zaman huta,0
nikmat cewek spesifikasi lonet,1
berisik ya bistu lo berisik lebih berisik bacot tolol anjing manusia tau,1
teman indonesia terima biasa anjir lapet banget makan kuda kali,0
lo bilang otak gue belatung sarang banci otak hati lo belatung bangke benci akut lo,1
pake dana bank asing bank bumn dana utang sblmnya pemerintah saham plus rio tinto tambah divestasi akal,0
gue tampar kalo orang asyik main hp bilang autis lo main hp autis sakit mohon stop autis bahan canda,0
pede kayak bukti kisah kisah profesor yahudi masuk islam takjub teliti suka seliwer grup wa,0
ahok si kutil babi rumah lembang jakarta banjir bud,1
kampret nih si jimmy duit niru ulama ulama goblok goblok bin bahlul mending copot tuh atribut palsu ganti seragam cebong mati sengsara adzab allah amin liat,1
ribut islam nusantara sekolah islam padu auto kafir ya islam nuasntara,0
mantap yummy pasutri ngentot nya inget puasa kalo mls keramas,1
monyet ngebut tabrak anak,0
motivasi ku ka maudy cantipp,0
henti nya bayang menit mulutmu nih gitu easy talk suruh bercocot menit bilang doang,1
assalamualaikum risma tolong warga jalan kalimas udik dpan rumah kalimas udik bantu risma warga rumah roboh kshan risma warga tinggal rumah roboh,0
jelas bari gubernur mau gana presiden,0
kalo teman emang susah kalo dah candu akal ngulum permen dibiasain kadang kali rokok,0
lihat bicara kayak nya sekolah bapak ajar mu mu nya bikin anak doang ya nya anak kampret,1
perintah cabut pes tenaga kerja asing,0
tuh ustad permainan permainan gitu nama lupa ujar cebong kampret henti mesti henti ujar kafir dajjal,1
bajing munafik harus kapok persekusi cikupa bukti mesum telanjang,1
rp haneul sok mes cupu dientotin on cuit ulang,1
tau presiden ekonomi emang pilih menko ya,0
hilang budaya malu laku hendak bukhari,0
bandung bebas banjir nurul arifin nyata solusi danau buat bandung geulis,0
cemilan bajing wedang bajigur malam nasi goreng jancok alhamdulilah barokah,1
topeng reparasi buka dukung bau busuk,1
sinergitas penangulangi terorisme bnpt datang polda bal rangka sukses pilkada serentak tahap milu wilayah provinsi bal badan nasional tanggulang terorisme bnpt datang,0
jongos nista agama muslim bangkit dukung jongos ahok,1
pintar tugas utama perintah coba belajar tugas utama dpr,0
eh cebong jaga tuh congor lu bicara emang salah bong presiden baru presiden baru,1
ya uang negara ustad sembako petahana uang negara rezim bangsat,1
relevant muslim kerja kafir kutuk,1
sih sodomi pake kaki pas kaki masuk burit puter puter tuh kaki,1
hoax pokemon pergi yahudi,0
sam aliano calon presiden indonesia bebas hutang indonesia bubar pas kiamat umroh gratis orang,0
miras oplos lari warga akibat ekonomi sosiolog ui paulus wir utomo sebut,0
biadab ahok cina kafir rakyat pkl asong gusur aniaya teroris ahok kafir biadab,1
indonesia lolos piala dunia contoh perancis ambi main asing top turun indonesia,0
allan nairn prabowo presiden,0
bangga lihat gubernur indonesia bismillah ya anies presiden,0
akui pintar agama emang agama boleh nista hujat orang bodoh maaf lahir idiot harus hargain cipta tuhan iblis pintar licik,1
airlangga pribadi lupa khofifah alam mensos presiden bantu entas miskin,0
sisi gue syukur banget tunjuk laku asli putus pacar ya gue gila sisi sakit hati banget sangka kayak gitu gua pas pacar gitu tutup,0
beli model murah barang murah,1
telkomsel kacrut dah menit wa telepon fakuy,1
benam batang kontol mu pepek ku sayang anjingggg,1
bm warga badui selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim sabtu,0
perintah gus ipul puti kuat program nawacita presiden jokowi jawa timur rakyat,0
dispensasi upaya kristen baptis katolik teknis ikut ajar minimal tahap nikah merta katolik,0
diktator jokowi jongos nahdatul ulama,1
dungu otak balik susah anak ingus tumbuh erti nete ibu dasar kadal kebun,1
elok le yahudi cakap pekan,0
sekolah orang nyari duit hasil digangbang kayak najis sudi gua tolol lo gigolo goblok marah sono ngentot duli gua,1
pantas nama kaya asing,0
benci cemburu seringkali bajing oyak ngoyak hati,1
gue daftar sanata dharma jogja nes katholik,0
idol langgar emas aturan langsung depak gilir si anjing cabul depak ampas kontol kerja manajemen lu ngaceng sih dia ejakulasi ya kalo ngaceng gede cabe ijo goreng,1
moga pikir timpang hasil rencana impor dosen gaji sekitar rp rp juta bulan gaji dosen kerja sekitar tahun sekitar rp juta bulan,0
emang anjing raja jawir bikin ptsd,1
islam rahmat lil alamin kristen cinta kasih hindu budha konghucu penuh damai agama ajar baik praktik khotbah,0
strategi kotor pks cebong mana apal anjing,1
sampai nikah bela etnis tionghoa tetes darah habis,0
bicarain sma swasta katolik sekolah spp mahal daftar ulang kelas bayar disiplin guru niat ajar bersih pake banget fasilitas banget kantin kafe susananya enak,0
ahok mulut jamban tokoh nilai bahasa indonesia norma etika tai kucing,1
info warga badui selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim sabtu alam banten,0
lakon karakter milik surai putih miring kepala penasaran bingung putar sebentar sosok asing depan lakon karakter,0
umum muhammad nabi gadungan biar rakyat info,1
jelek jelek orang belakang depan nyali situ banci,1
stupid tanya kalo ngentot puasa goblok,1
si banci bikin sensasi nihh,1
kasi mahluk ketik kayak hewan liar pantas ibu kayak mucikari,1
saksi bisu galau blokir wkkww jahat,0
perintah tetap daftar proyek strategis nasional realisasi,0
kondisi mana khawatirin si neng neng babi nama,1
suku bangsa kecuali arab hejaz mesir praktek nama akhen aten mesopotamia awel marduk orang ibrani yahudi ishma el hanan,0
ikuti informasi kini ekonomi uang perban investasi saham indonesia dunia,0
emil dardak pimpin milenial calon wakil gubernur jawa timur,0
salah bawa ayat agama ahok spesifik bilang ulama tuduh hina ulama mohon cerah,0
alkohol haram salah guna agama,0
bedebah tua bangka rakus tamak salah rakyat rakyat ribut orang bejat bikin rusak negara,1
eh onta tolol kasihan tua lahir ekor binatang mu dasar kaum bumi dtr pks laknat,1
islam nusantara taming komunis syiah liberal mrnghancurkan islam indonesia,0
uda malam jumat bom diam diam ngentot oii ngentott,1
sensitif nih mesti pake bom sih orang kira takjil bom gimana bumerang,0
rill bopung anjing bokap bokap kampung,1
syak jerawat spesis fans chelsea suka tumbuh hidung ala ala gua gitu dah maju langkah on lu jerawat tumbuh mana ya serah hidung ya setan budek,1
suara orang mati mas pakai legitimasi dasar rezim cebong dungu,1
baris banci kamera anak zaman sekarang mah,1
salin tempel nusantara islam freeport newmont indosat aset negara tang asing,0
sebab agama cacat hawa nafsu shihab,0
orang orang kayak pantas laknat tangis rakyat prakemerdekaan kiamat digentayangin arwah juang gelisah militan kerja ngawang kosong bolot,1
